"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","019 Drumsna, Co. Leitrim","Euro","35874"
"Household median gross income","2016","020 Gortnagullion, Co. Leitrim","Euro","38412"
"Household median gross income","2016","021 Gowel, Co. Leitrim","Euro","47333"
"Household median gross income","2016","022 Keshcarrigan, Co. Leitrim","Euro","35140"
"Household median gross income","2016","023 Kiltubbrid, Co. Leitrim","Euro","34091"
"Household median gross income","2016","024 Leitrim, Co. Leitrim","Euro","45413"
"Household median gross income","2016","025 Moher, Co. Leitrim","Euro","33655"
"Household median gross income","2016","026 Yugan, Co. Leitrim","Euro","25014"
"Household median gross income","2016","999 Aghalateeve / Aghanlish","Euro","33805"
"Household median gross income","2016","999 Aghavoghill / Melvin","Euro","22227"
"Household median gross income","2016","030 Gubacreeny, Co. Leitrim","Euro","35536"
"Household median gross income","2016","031 Kinlough, Co. Leitrim","Euro","32954"
"Household median gross income","2016","033 Tullaghan, Co. Leitrim","Euro","33983"
"Household median gross income","2016","035 Ballaghameehan, Co. Leitrim","Euro","31528"
"Household median gross income","2016","036 Belhavel, Co. Leitrim","Euro","32743"
"Household median gross income","2016","037 Cloonclare, Co. Leitrim","Euro","27063"
"Household median gross income","2016","038 Cloonlogher, Co. Leitrim","Euro","34662"
"Household median gross income","2016","039 Drumahaire, Co. Leitrim","Euro","39659"
"Household median gross income","2016","040 Drumkeeran, Co. Leitrim","Euro","31531"
"Household median gross income","2016","999 Garvagh / Arigna","Euro","24562"
"Household median gross income","2016","042 Glenade, Co. Leitrim","Euro","30517"
"Household median gross income","2016","043 Glenaniff, Co. Leitrim","Euro","30132"
"Household median gross income","2016","044 Glenboy, Co. Leitrim","Euro","48650"
"Household median gross income","2016","045 Glencar, Co. Leitrim","Euro","45876"
"Household median gross income","2016","046 Glenfarn, Co. Leitrim","Euro","35437"
"Household median gross income","2016","047 Killanummery, Co. Leitrim","Euro","37464"
"Household median gross income","2016","048 Killarga, Co. Leitrim","Euro","34555"
"Household median gross income","2016","049 Kiltyclogher, Co. Leitrim","Euro","20534"
"Household median gross income","2016","050 Lurganboy, Co. Leitrim","Euro","39945"
"Household median gross income","2016","051 Mahanagh, Co. Leitrim","Euro","33549"
"Household median gross income","2016","052 Manorhamilton, Co. Leitrim","Euro","34128"
"Household median gross income","2016","053 Munakill, Co. Leitrim","Euro","38813"
"Household median gross income","2016","054 Sramore, Co. Leitrim","Euro","51148"
"Household median gross income","2016","055 St. Patrick's, Co. Leitrim","Euro","49888"
"Household median gross income","2016","056 Aghavas, Co. Leitrim","Euro","36992"
"Household median gross income","2016","057 Beihy, Co. Leitrim","Euro","37593"
"Household median gross income","2016","058 Breandrum, Co. Leitrim","Euro","30560"
"Household median gross income","2016","059 Bunnybeg, Co. Leitrim","Euro","32469"
"Household median gross income","2016","060 Carrigallen East, Co. Leitrim","Euro","27181"
"Household median gross income","2016","061 Carrigallen West, Co. Leitrim","Euro","32557"
"Household median gross income","2016","062 Cashel, Co. Leitrim","Euro","40878"
"Household median gross income","2016","063 Castlefore, Co. Leitrim","Euro","38198"
"Household median gross income","2016","064 Cattan, Co. Leitrim","Euro","35550"
"Household median gross income","2016","065 Cloone, Co. Leitrim","Euro","37095"
"Household median gross income","2016","066 Corriga, Co. Leitrim","Euro","25878"
"Household median gross income","2016","067 Drumard, Co. Leitrim","Euro","50030"
"Household median gross income","2016","068 Drumdoo, Co. Leitrim","Euro","37075"
"Household median gross income","2016","069 Drumod, Co. Leitrim","Euro","41125"
"Household median gross income","2016","070 Fenagh, Co. Leitrim","Euro","39358"
"Household median gross income","2016","071 Gortermone, Co. Leitrim","Euro","41871"
"Household median gross income","2016","072 Keeldra, Co. Leitrim","Euro","40971"
"Household median gross income","2016","073 Lisgillock, Co. Leitrim","Euro","35896"
"Household median gross income","2016","074 Mohill, Co. Leitrim","Euro","26468"
"Household median gross income","2016","075 Rinn, Co. Leitrim","Euro","38372"
"Household median gross income","2016","076 Riverstown, Co. Leitrim","Euro","30635"
"Household median gross income","2016","077 Roosky, Co. Leitrim","Euro","34931"
"Household median gross income","2016","078 Rowan, Co. Leitrim","Euro","31690"
"Household median gross income","2016","001 Ardnaree South Urban, Co. Mayo","Euro","28010"
"Household median gross income","2016","002 Ballina Urban, Co. Mayo","Euro","28451"
"Household median gross income","2016","003 Castlebar Urban, Co. Mayo","Euro","31124"
"Household median gross income","2016","004 Westport Urban, Co. Mayo","Euro","36238"
"Household median gross income","2016","005 Ardagh, Co. Mayo","Euro","48933"
"Household median gross income","2016","006 Ardnaree North (Part Urban), Co. Mayo","Euro","47747"
"Household median gross income","2016","007 Ardnaree South Rural (Part Urban), Co. Mayo","Euro","47168"
"Household median gross income","2016","008 Attymass East, Co. Mayo","Euro","30116"
"Household median gross income","2016","009 Attymass West, Co. Mayo","Euro","34908"
"Household median gross income","2016","010 Ballina Rural (Part Urban), Co. Mayo","Euro","41901"
"Household median gross income","2016","011 Ballycastle, Co. Mayo","Euro","26009"
"Household median gross income","2016","012 Ballysakeery, Co. Mayo","Euro","45725"
"Household median gross income","2016","013 Béal Deirg Mór, Co. Mayo","Euro","32980"
"Household median gross income","2016","014 Bunaveela, Co. Mayo","Euro","25271"
"Household median gross income","2016","015 Carrowmore, Co. Mayo","Euro","46297"
"Household median gross income","2016","016 Crossmolina North, Co. Mayo","Euro","32530"
"Household median gross income","2016","017 Crossmolina South, Co. Mayo","Euro","43753"
"Household median gross income","2016","018 Deel, Co. Mayo","Euro","40058"
"Household median gross income","2016","019 Derry, Co. Mayo","Euro","38961"
"Household median gross income","2016","020 Fortland, Co. Mayo","Euro","39268"
"Household median gross income","2016","021 Kilfian East, Co. Mayo","Euro","33914"
"Household median gross income","2016","022 Kilfian South, Co. Mayo","Euro","38427"
"Household median gross income","2016","023 Kilfian West, Co. Mayo","Euro","26528"
"Household median gross income","2016","024 Kilgarvan, Co. Mayo","Euro","37194"
"Household median gross income","2016","025 Killala, Co. Mayo","Euro","35500"
"Household median gross income","2016","026 Lackan North, Co. Mayo","Euro","26406"
"Household median gross income","2016","027 Lackan South, Co. Mayo","Euro","32924"
"Household median gross income","2016","028 Letterbrick, Co. Mayo","Euro","29043"
"Household median gross income","2016","029 Mount Falcon, Co. Mayo","Euro","40762"
"Household median gross income","2016","030 Rathoma, Co. Mayo","Euro","31810"
"Household median gross income","2016","031 Sallymount, Co. Mayo","Euro","38049"
"Household median gross income","2016","032 Sraheen, Co. Mayo","Euro","34346"
"Household median gross income","2016","033 Baile an Chalaidh, Co. Mayo","Euro","27427"
"Household median gross income","2016","034 Ballinrobe, Co. Mayo","Euro","36476"
"Household median gross income","2016","035 Baile Óbha, Co. Mayo","Euro","36068"
"Household median gross income","2016","036 Burriscarra, Co. Mayo","Euro","53024"
"Household median gross income","2016","037 An Cheapaigh Dhuibh, Co. Mayo","Euro","36532"
"Household median gross income","2016","038 Cong, Co. Mayo","Euro","47132"
"Household median gross income","2016","039 Coonard, Co. Mayo","Euro","33891"
"Household median gross income","2016","040 Dalgan, Co. Mayo","Euro","43131"
"Household median gross income","2016","041 Hollymount, Co. Mayo","Euro","40668"
"Household median gross income","2016","042 Houndswood, Co. Mayo","Euro","38359"
"Household median gross income","2016","043 Kilcommon, Co. Mayo","Euro","41366"
"Household median gross income","2016","044 Kilmaine, Co. Mayo","Euro","38361"
"Household median gross income","2016","045 Neale, Co. Mayo","Euro","43909"
"Household median gross income","2016","046 Newbrook, Co. Mayo","Euro","45458"
"Household median gross income","2016","047 Abhainn Bhrain, Co. Mayo","Euro","28372"
"Household median gross income","2016","048 Partraí, Co. Mayo","Euro","44777"
"Household median gross income","2016","049 Roslee, Co. Mayo","Euro","42806"
"Household median gross income","2016","050 Shrule, Co. Mayo","Euro","44663"
"Household median gross income","2016","051 An Geata Mór Thuaidh, Co. Mayo","Euro","34497"
"Household median gross income","2016","052 An Geata Mór Theas, Co. Mayo","Euro","29532"
"Household median gross income","2016","053 Bangor, Co. Mayo","Euro","32812"
"Household median gross income","2016","054 Barr Rúscaí, Co. Mayo","Euro","29869"
"Household median gross income","2016","055 Béal an Mhuirthead, Co. Mayo","Euro","34015"
"Household median gross income","2016","056 Gleann na Muaidhe, Co. Mayo","Euro","32652"
"Household median gross income","2016","057 Gleann Chaisil, Co. Mayo","Euro","33552"
"Household median gross income","2016","999 Glenco / Sheskin","Euro","36026"
"Household median gross income","2016","059 Guala Mhór, Co. Mayo","Euro","36421"
"Household median gross income","2016","060 Cnoc an Daimh, Co. Mayo","Euro","28439"
"Household median gross income","2016","061 Cnoc na Lobhar, Co. Mayo","Euro","28625"
"Household median gross income","2016","062 Moing na Bó, Co. Mayo","Euro","25176"
"Household median gross income","2016","063 Na Monga, Co. Mayo","Euro","28466"
"Household median gross income","2016","064 Cnoc na Ráithe, Co. Mayo","Euro","25872"
"Household median gross income","2016","066 Addergoole, Co. Mayo","Euro","41261"
"Household median gross income","2016","067 Balla, Co. Mayo","Euro","42563"
"Household median gross income","2016","068 Ballinafad, Co. Mayo","Euro","41981"
"Household median gross income","2016","069 Ballyhean, Co. Mayo","Euro","51122"
"Household median gross income","2016","070 Ballynagoraher, Co. Mayo","Euro","40567"
"Household median gross income","2016","071 Bellavary, Co. Mayo","Euro","44165"
"Household median gross income","2016","072 Breaghwy, Co. Mayo","Euro","55583"
"Household median gross income","2016","073 Burren, Co. Mayo","Euro","45431"
"Household median gross income","2016","074 Castlebar Rural (Part Urban), Co. Mayo","Euro","46601"
"Household median gross income","2016","075 Clogher, Co. Mayo","Euro","44356"
"Household median gross income","2016","076 Cloonkeen, Co. Mayo","Euro","48126"
"Household median gross income","2016","077 Croaghmoyle, Co. Mayo","Euro","36463"
"Household median gross income","2016","078 Killavally, Co. Mayo","Euro","53687"
"Household median gross income","2016","079 Manulla, Co. Mayo","Euro","50164"
"Household median gross income","2016","080 Pontoon, Co. Mayo","Euro","43027"
"Household median gross income","2016","081 Strade, Co. Mayo","Euro","39686"
"Household median gross income","2016","082 Tamhnaigh na Graí, Co. Mayo","Euro","41639"
"Household median gross income","2016","083 Turlough, Co. Mayo","Euro","56021"
"Household median gross income","2016","084 Ballindine, Co. Mayo","Euro","41554"
"Household median gross income","2016","085 Ballyhaunis, Co. Mayo","Euro","34215"
"Household median gross income","2016","086 Ballyhowly, Co. Mayo","Euro","40221"
"Household median gross income","2016","087 Bekan, Co. Mayo","Euro","37718"
"Household median gross income","2016","088 Caraun, Co. Mayo","Euro","37137"
"Household median gross income","2016","089 Claremorris, Co. Mayo","Euro","38422"
"Household median gross income","2016","090 Cloghermore, Co. Mayo","Euro","41612"
"Household median gross income","2016","091 Course, Co. Mayo","Euro","37201"
"Household median gross income","2016","092 Crossboyne, Co. Mayo","Euro","50035"
"Household median gross income","2016","093 Culnacleha, Co. Mayo","Euro","40851"
"Household median gross income","2016","094 Garrymore, Co. Mayo","Euro","39084"
"Household median gross income","2016","095 Kilcolman, Co. Mayo","Euro","52809"
"Household median gross income","2016","096 Kilvine, Co. Mayo","Euro","38292"
"Household median gross income","2016","097 Knock North, Co. Mayo","Euro","29213"
"Household median gross income","2016","098 Knock South, Co. Mayo","Euro","27945"
"Household median gross income","2016","099 Loughanboy, Co. Mayo","Euro","37466"
"Household median gross income","2016","100 Mayo, Co. Mayo","Euro","42629"
"Household median gross income","2016","101 Murneen, Co. Mayo","Euro","38317"
"Household median gross income","2016","102 Tagheen, Co. Mayo","Euro","37999"
"Household median gross income","2016","103 Aghamore, Co. Mayo","Euro","34926"
"Household median gross income","2016","104 Ballinamore, Co. Mayo","Euro","40904"
"Household median gross income","2016","105 Bohola, Co. Mayo","Euro","38244"
"Household median gross income","2016","106 Brackloon, Co. Mayo","Euro","35894"
"Household median gross income","2016","107 Callow, Co. Mayo","Euro","35271"
"Household median gross income","2016","108 Cloonmore, Co. Mayo","Euro","25123"
"Household median gross income","2016","109 Coolnaha, Co. Mayo","Euro","39786"
"Household median gross income","2016","110 Cuildoo, Co. Mayo","Euro","32606"
"Household median gross income","2016","111 Doocastle, Co. Mayo","Euro","27449"
"Household median gross income","2016","112 Kilbeagh, Co. Mayo","Euro","34399"
"Household median gross income","2016","113 Kilkelly, Co. Mayo","Euro","30620"
"Household median gross income","2016","114 Killedan, Co. Mayo","Euro","39961"
"Household median gross income","2016","115 Kilmovee, Co. Mayo","Euro","30752"
"Household median gross income","2016","116 Kiltamagh, Co. Mayo","Euro","33920"
"Household median gross income","2016","117 Meelick, Co. Mayo","Euro","37294"
"Household median gross income","2016","118 Sonnagh, Co. Mayo","Euro","33245"
"Household median gross income","2016","119 Swineford, Co. Mayo","Euro","33973"
"Household median gross income","2016","120 Toocananagh, Co. Mayo","Euro","35889"
"Household median gross income","2016","121 Toomore, Co. Mayo","Euro","35340"
"Household median gross income","2016","122 Tumgesh, Co. Mayo","Euro","25722"
"Household median gross income","2016","123 Urlaur, Co. Mayo","Euro","26894"
"Household median gross income","2016","124 Acaill, Co. Mayo","Euro","24653"
"Household median gross income","2016","125 Aghagower North, Co. Mayo","Euro","51304"
"Household median gross income","2016","126 Aghagower South, Co. Mayo","Euro","36338"
"Household median gross income","2016","127 Aillemore, Co. Mayo","Euro","32294"
"Household median gross income","2016","128 Ballycroy North, Co. Mayo","Euro","28199"
"Household median gross income","2016","129 Ballycroy South, Co. Mayo","Euro","27366"
"Household median gross income","2016","131 Clare Island, Co. Mayo","Euro","32343"
"Household median gross income","2016","132 Clogher, Co. Mayo","Euro","47508"
"Household median gross income","2016","133 An Corrán, Co. Mayo","Euro","27884"
"Household median gross income","2016","134 Croaghpatrick, Co. Mayo","Euro","40520"
"Household median gross income","2016","135 Derryloughan, Co. Mayo","Euro","45772"
"Household median gross income","2016","136 Dumha Éige, Co. Mayo","Euro","24242"
"Household median gross income","2016","137 Drummin, Co. Mayo","Euro","33673"
"Household median gross income","2016","138 Emlagh, Co. Mayo","Euro","31510"
"Household median gross income","2016","139 Erriff, Co. Mayo","Euro","45816"
"Household median gross income","2016","140 Glenhest, Co. Mayo","Euro","33689"
"Household median gross income","2016","141 Islandeady, Co. Mayo","Euro","51950"
"Household median gross income","2016","142 Kilgeever, Co. Mayo","Euro","26638"
"Household median gross income","2016","143 Kilmaclasser, Co. Mayo","Euro","44664"
"Household median gross income","2016","144 Kilmeena (Part Urban), Co. Mayo","Euro","46790"
"Household median gross income","2016","145 Kilsallagh, Co. Mayo","Euro","37485"
"Household median gross income","2016","146 Knappagh, Co. Mayo","Euro","38635"
"Household median gross income","2016","147 Louisburgh, Co. Mayo","Euro","34433"
"Household median gross income","2016","148 Newport East, Co. Mayo","Euro","32631"
"Household median gross income","2016","149 Newport West, Co. Mayo","Euro","29206"
"Household median gross income","2016","999 Owennadornaun / Bundorragha","Euro","43005"
"Household median gross income","2016","151 Slievemahanagh, Co. Mayo","Euro","43218"
"Household median gross income","2016","152 Slievemore, Co. Mayo","Euro","25796"
"Household median gross income","2016","153 Srahmore, Co. Mayo","Euro","36955"
"Household median gross income","2016","154 Westport Rural, Co. Mayo","Euro","56585"
"Household median gross income","2016","001 Athlone West Rural, Co. Roscommon","Euro","45288"
"Household median gross income","2016","002 Ballydangan, Co. Roscommon","Euro","56786"
"Household median gross income","2016","003 Ballynamona, Co. Roscommon","Euro","45096"
"Household median gross income","2016","004 Caltragh, Co. Roscommon","Euro","46448"
"Household median gross income","2016","005 Carnagh, Co. Roscommon","Euro","59347"
"Household median gross income","2016","006 Carrowreagh, Co. Roscommon","Euro","49390"
"Household median gross income","2016","007 Castlesampson, Co. Roscommon","Euro","45081"
"Household median gross income","2016","008 Cloonburren, Co. Roscommon","Euro","49219"
"Household median gross income","2016","009 Cloonown, Co. Roscommon","Euro","61180"
"Household median gross income","2016","010 Crannagh, Co. Roscommon","Euro","56061"
"Household median gross income","2016","011 Creagh, Co. Roscommon","Euro","50683"
"Household median gross income","2016","012 Culliagh, Co. Roscommon","Euro","58488"
"Household median gross income","2016","013 Drumlosh, Co. Roscommon","Euro","45326"
"Household median gross income","2016","014 Dysart, Co. Roscommon","Euro","34772"
"Household median gross income","2016","015 Kilcar, Co. Roscommon","Euro","49477"
"Household median gross income","2016","016 Kiltoom, Co. Roscommon","Euro","59396"
"Household median gross income","2016","017 Lecarrow, Co. Roscommon","Euro","56463"
"Household median gross income","2016","018 Moore, Co. Roscommon","Euro","41753"
"Household median gross income","2016","019 Rockhill, Co. Roscommon","Euro","57495"
"Household median gross income","2016","020 Taghboy, Co. Roscommon","Euro","37659"
"Household median gross income","2016","021 Taghmaconnell, Co. Roscommon","Euro","41747"
"Household median gross income","2016","022 Thomastown, Co. Roscommon","Euro","57938"
"Household median gross income","2016","023 Turrock, Co. Roscommon","Euro","53099"
"Household median gross income","2016","024 Aghafin, Co. Roscommon","Euro","29944"
"Household median gross income","2016","026 Aughrim East, Co. Roscommon","Euro","48159"
"Household median gross income","2016","027 Aughrim West, Co. Roscommon","Euro","36043"
"Household median gross income","2016","028 Ballyfarnan, Co. Roscommon","Euro","32649"
"Household median gross income","2016","029 Ballyfermoyle, Co. Roscommon","Euro","34035"
"Household median gross income","2016","030 Boyle Rural, Co. Roscommon","Euro","37377"
"Household median gross income","2016","031 Boyle Urban, Co. Roscommon","Euro","25299"
"Household median gross income","2016","032 Breedoge, Co. Roscommon","Euro","34713"
"Household median gross income","2016","033 Cloonteen, Co. Roscommon","Euro","46697"
"Household median gross income","2016","034 Creeve, Co. Roscommon","Euro","37417"
"Household median gross income","2016","035 Croghan, Co. Roscommon","Euro","44761"
"Household median gross income","2016","036 Crossna, Co. Roscommon","Euro","30358"
"Household median gross income","2016","037 Danesfort, Co. Roscommon","Euro","44989"
"Household median gross income","2016","038 Estersnow, Co. Roscommon","Euro","34716"
"Household median gross income","2016","039 Keadew, Co. Roscommon","Euro","36146"
"Household median gross income","2016","040 Kilbryan, Co. Roscommon","Euro","39975"
"Household median gross income","2016","041 Kilcolagh, Co. Roscommon","Euro","28632"
"Household median gross income","2016","042 Killukin, Co. Roscommon","Euro","56871"
"Household median gross income","2016","043 Killummod, Co. Roscommon","Euro","40212"
"Household median gross income","2016","044 Kilmacumsy, Co. Roscommon","Euro","41077"
"Household median gross income","2016","045 Kilmore, Co. Roscommon","Euro","36864"
"Household median gross income","2016","999 Lisgarve / Mantua","Euro","28044"
"Household median gross income","2016","999 Lough Allen / Altagowlan","Euro","27877"
"Household median gross income","2016","049 Oakport, Co. Roscommon","Euro","45887"
"Household median gross income","2016","050 Rockingham, Co. Roscommon","Euro","39974"
"Household median gross income","2016","051 Rushfield, Co. Roscommon","Euro","45084"
"Household median gross income","2016","052 Tivannagh, Co. Roscommon","Euro","39788"
"Household median gross income","2016","053 Tumna North, Co. Roscommon","Euro","29452"
"Household median gross income","2016","054 Tumna South, Co. Roscommon","Euro","35559"
"Household median gross income","2016","055 Artagh North, Co. Roscommon","Euro","34333"
"Household median gross income","2016","056 Artagh South, Co. Roscommon","Euro","33395"
"Household median gross income","2016","057 Ballaghaderreen, Co. Roscommon","Euro","27438"
"Household median gross income","2016","058 Ballinlough, Co. Roscommon","Euro","31939"
"Household median gross income","2016","059 Ballintober, Co. Roscommon","Euro","36988"
"Household median gross income","2016","060 Baslick, Co. Roscommon","Euro","27361"
"Household median gross income","2016","061 Bellanagare, Co. Roscommon","Euro","29798"
"Household median gross income","2016","062 Buckill, Co. Roscommon","Euro","35966"
"Household median gross income","2016","063 Carrowduff, Co. Roscommon","Euro","33693"
"Household median gross income","2016","064 Castleplunket, Co. Roscommon","Euro","34644"
"Household median gross income","2016","065 Castlereagh, Co. Roscommon","Euro","31387"
"Household median gross income","2016","066 Castleteheen, Co. Roscommon","Euro","34759"
"Household median gross income","2016","067 Cloonfower, Co. Roscommon","Euro","29948"
"Household median gross income","2016","068 Coolougher, Co. Roscommon","Euro","38612"
"Household median gross income","2016","069 Edmondstown, Co. Roscommon","Euro","26366"
"Household median gross income","2016","070 Fairymount, Co. Roscommon","Euro","32982"
"Household median gross income","2016","071 Frenchpark, Co. Roscommon","Euro","31209"
"Household median gross income","2016","072 Kiltullagh, Co. Roscommon","Euro","30970"
"Household median gross income","2016","073 Loughglinn, Co. Roscommon","Euro","28728"
"Household median gross income","2016","074 Annaghmore, Co. Roscommon","Euro","41540"
"Household median gross income","2016","075 Athleague East, Co. Roscommon","Euro","45657"
"Household median gross income","2016","076 Athleague West, Co. Roscommon","Euro","32997"
"Household median gross income","2016","077 Ballygarden, Co. Roscommon","Euro","34026"
"Household median gross income","2016","078 Bumlin, Co. Roscommon","Euro","40695"
"Household median gross income","2016","079 Cams, Co. Roscommon","Euro","54394"
"Household median gross income","2016","080 Cloonfinlough, Co. Roscommon","Euro","33449"
"Household median gross income","2016","081 Cloontuskert, Co. Roscommon","Euro","38245"
"Household median gross income","2016","082 Cloonygormican, Co. Roscommon","Euro","40619"
"Household median gross income","2016","083 Cloonyquin, Co. Roscommon","Euro","42096"
"Household median gross income","2016","084 Creeve, Co. Roscommon","Euro","39509"
"Household median gross income","2016","085 Cregga, Co. Roscommon","Euro","40061"
"Household median gross income","2016","086 Drumdaff, Co. Roscommon","Euro","44810"
"Household median gross income","2016","087 Dunamon, Co. Roscommon","Euro","44519"
"Household median gross income","2016","088 Elia, Co. Roscommon","Euro","31702"
"Household median gross income","2016","089 Elphin, Co. Roscommon","Euro","28488"
"Household median gross income","2016","090 Fuerty, Co. Roscommon","Euro","44824"
"Household median gross income","2016","091 Kilbride North, Co. Roscommon","Euro","44397"
"Household median gross income","2016","092 Kilbride South, Co. Roscommon","Euro","44678"
"Household median gross income","2016","093 Kilgefin, Co. Roscommon","Euro","37772"
"Household median gross income","2016","094 Kilglass North, Co. Roscommon","Euro","33789"
"Household median gross income","2016","095 Kilglass South, Co. Roscommon","Euro","33844"
"Household median gross income","2016","096 Killavackan, Co. Roscommon","Euro","44114"
"Household median gross income","2016","097 Killukin, Co. Roscommon","Euro","36439"
"Household median gross income","2016","098 Kilteevan, Co. Roscommon","Euro","52685"
"Household median gross income","2016","099 Lackan, Co. Roscommon","Euro","55973"
"Household median gross income","2016","100 Lismaha, Co. Roscommon","Euro","41136"
"Household median gross income","2016","101 Lissonuffy, Co. Roscommon","Euro","52067"
"Household median gross income","2016","102 Mote, Co. Roscommon","Euro","49279"
"Household median gross income","2016","103 Ogulla, Co. Roscommon","Euro","39808"
"Household median gross income","2016","104 Roosky, Co. Roscommon","Euro","35563"
"Household median gross income","2016","105 Roscommon Rural, Co. Roscommon","Euro","44350"
"Household median gross income","2016","106 Roscommon Urban, Co. Roscommon","Euro","29472"
"Household median gross income","2016","107 Rosmoylan, Co. Roscommon","Euro","37365"
"Household median gross income","2016","108 Rossmore, Co. Roscommon","Euro","44252"
"Household median gross income","2016","109 Scregg, Co. Roscommon","Euro","53848"
"Household median gross income","2016","110 Strokestown, Co. Roscommon","Euro","29890"
"Household median gross income","2016","111 Termonbarry, Co. Roscommon","Euro","41706"
"Household median gross income","2016","112 Tulsk, Co. Roscommon","Euro","37444"
"Household median gross income","2016","001 Sligo East, Co. Sligo","Euro","32243"
"Household median gross income","2016","002 Sligo North, Co. Sligo","Euro","28921"
"Household median gross income","2016","003 Sligo West, Co. Sligo","Euro","36565"
"Household median gross income","2016","004 Aghanagh, Co. Sligo","Euro","41317"
"Household median gross income","2016","005 Ballynashee, Co. Sligo","Euro","36123"
"Household median gross income","2016","006 Coolavin, Co. Sligo","Euro","32054"
"Household median gross income","2016","007 Cuilmore, Co. Sligo","Euro","37495"
"Household median gross income","2016","008 Drumrat, Co. Sligo","Euro","35803"
"Household median gross income","2016","009 Kilfree, Co. Sligo","Euro","33009"
"Household median gross income","2016","010 Killadoon, Co. Sligo","Euro","37263"
"Household median gross income","2016","011 Killaraght, Co. Sligo","Euro","38591"
"Household median gross income","2016","012 Kilmactranny, Co. Sligo","Euro","42328"
"Household median gross income","2016","013 Kilshalvy, Co. Sligo","Euro","31549"
"Household median gross income","2016","014 Shancough, Co. Sligo","Euro","42103"
"Household median gross income","2016","015 Templevanny, Co. Sligo","Euro","49442"
"Household median gross income","2016","016 Toomour, Co. Sligo","Euro","38192"
"Household median gross income","2016","017 Aughris, Co. Sligo","Euro","33659"
"Household median gross income","2016","018 Buncrowey, Co. Sligo","Euro","30017"
"Household median gross income","2016","019 Castleconor East, Co. Sligo","Euro","31494"
"Household median gross income","2016","020 Castleconor West, Co. Sligo","Euro","45601"
"Household median gross income","2016","021 Dromard East, Co. Sligo","Euro","37182"
"Household median gross income","2016","022 Dromard West, Co. Sligo","Euro","52647"
"Household median gross income","2016","023 Dromore, Co. Sligo","Euro","31005"
"Household median gross income","2016","024 Easky East, Co. Sligo","Euro","26941"
"Household median gross income","2016","025 Easky West, Co. Sligo","Euro","31587"
"Household median gross income","2016","026 Kilglass, Co. Sligo","Euro","31108"
"Household median gross income","2016","028 Rathmacurkey, Co. Sligo","Euro","32904"
"Household median gross income","2016","029 Skreen, Co. Sligo","Euro","37593"
"Household median gross income","2016","030 Templeboy North, Co. Sligo","Euro","32724"
"Household median gross income","2016","999 Templeboy South / Mullagheruse","Euro","40469"
"Household median gross income","2016","032 Toberpatrick East, Co. Sligo","Euro","43391"
"Household median gross income","2016","033 Toberpatrick West, Co. Sligo","Euro","39800"
"Household median gross income","2016","034 Ballintogher East, Co. Sligo","Euro","48780"
"Household median gross income","2016","035 Ballintogher West, Co. Sligo","Euro","50217"
"Household median gross income","2016","036 Ballymote, Co. Sligo","Euro","31680"
"Household median gross income","2016","037 Ballynakill, Co. Sligo","Euro","46255"
"Household median gross income","2016","038 Ballysadare East, Co. Sligo","Euro","41168"
"Household median gross income","2016","039 Ballysadare West, Co. Sligo","Euro","52662"
"Household median gross income","2016","040 Bricklieve, Co. Sligo","Euro","42384"
"Household median gross income","2016","041 Calry, Co. Sligo","Euro","56889"
"Household median gross income","2016","042 Carney, Co. Sligo","Euro","48028"
"Household median gross income","2016","043 Carrickbanagher, Co. Sligo","Euro","45681"
"Household median gross income","2016","044 Cliffony North, Co. Sligo","Euro","40058"
"Household median gross income","2016","045 Cliffony South, Co. Sligo","Euro","45924"
"Household median gross income","2016","046 Collooney, Co. Sligo","Euro","40738"
"Household median gross income","2016","047 Drumcliff East, Co. Sligo","Euro","55239"
"Household median gross income","2016","048 Drumcliff West, Co. Sligo","Euro","55495"
"Household median gross income","2016","049 Drumcolumb, Co. Sligo","Euro","39173"
"Household median gross income","2016","050 Drumfin, Co. Sligo","Euro","46136"
"Household median gross income","2016","051 Glencar, Co. Sligo","Euro","54896"
"Household median gross income","2016","052 Kilmacowen, Co. Sligo","Euro","54500"
"Household median gross income","2016","053 Knockaree, Co. Sligo","Euro","52564"
"Household median gross income","2016","054 Lakeview, Co. Sligo","Euro","39469"
"Household median gross income","2016","055 Lisconny, Co. Sligo","Euro","48243"
"Household median gross income","2016","056 Lissadill East, Co. Sligo","Euro","48192"
"Household median gross income","2016","057 Lissadill North, Co. Sligo","Euro","45180"
"Household median gross income","2016","058 Lissadill West, Co. Sligo","Euro","35103"
"Household median gross income","2016","059 Riverstown, Co. Sligo","Euro","36581"
"Household median gross income","2016","060 Rossinver East, Co. Sligo","Euro","46547"
"Household median gross income","2016","061 Rossinver West, Co. Sligo","Euro","49075"
"Household median gross income","2016","062 Achonry East, Co. Sligo","Euro","31151"
"Household median gross income","2016","063 Achonry West, Co. Sligo","Euro","36703"
"Household median gross income","2016","064 Aclare, Co. Sligo","Euro","30517"
"Household median gross income","2016","065 Annagh, Co. Sligo","Euro","37011"
"Household median gross income","2016","066 Banada, Co. Sligo","Euro","31600"
"Household median gross income","2016","999 Branchfield / Carrownaskeagh","Euro","37932"
"Household median gross income","2016","068 Breencorragh, Co. Sligo","Euro","38457"
