"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","4"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","28"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Number","19"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","9"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","26"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Number","16"
"Volume of Sales","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Number","10"
"Volume of Sales","2012","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Number","6"
"Volume of Sales","2012","Limerick","New","Filings","Non-Household Buyer","Market","Number","5"
"Volume of Sales","2012","Limerick","New","Filings","Non-Household Buyer","Non-Market","Number","1"
"Volume of Sales","2012","Limerick","New","Executions","All Buyer Types","All Sale Types","Number","66"
"Volume of Sales","2012","Limerick","New","Executions","All Buyer Types","Market","Number","47"
"Volume of Sales","2012","Limerick","New","Executions","All Buyer Types","Non-Market","Number","19"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - All","All Sale Types","Number","62"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - All","Market","Number","44"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - All","Non-Market","Number","18"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","20"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","17"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","3"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","19"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Number","13"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Number","6"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","23"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Number","14"
"Volume of Sales","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Number","9"
"Volume of Sales","2012","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Number","4"
"Volume of Sales","2012","Limerick","New","Executions","Non-Household Buyer","Market","Number","3"
"Volume of Sales","2012","Limerick","New","Executions","Non-Household Buyer","Non-Market","Number","1"
"Volume of Sales","2012","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Number","965"
"Volume of Sales","2012","Limerick","Existing","Filings","All Buyer Types","Market","Number","594"
"Volume of Sales","2012","Limerick","Existing","Filings","All Buyer Types","Non-Market","Number","371"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Number","937"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - All","Market","Number","578"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Number","359"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","247"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","199"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","48"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","503"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Number","279"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","224"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","187"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Number","100"
"Volume of Sales","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Number","87"
"Volume of Sales","2012","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Number","28"
"Volume of Sales","2012","Limerick","Existing","Filings","Non-Household Buyer","Market","Number","16"
"Volume of Sales","2012","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Number","12"
"Volume of Sales","2012","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Number","978"
"Volume of Sales","2012","Limerick","Existing","Executions","All Buyer Types","Market","Number","622"
"Volume of Sales","2012","Limerick","Existing","Executions","All Buyer Types","Non-Market","Number","356"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Number","938"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - All","Market","Number","596"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Number","342"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","251"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","205"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","46"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","507"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Number","291"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Number","216"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","180"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Number","100"
"Volume of Sales","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Number","80"
"Volume of Sales","2012","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Number","40"
"Volume of Sales","2012","Limerick","Existing","Executions","Non-Household Buyer","Market","Number","26"
"Volume of Sales","2012","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Number","14"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Number","1104"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Number","818"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Number","286"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Number","1052"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Number","778"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Number","274"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","296"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","251"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","45"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","512"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Number","356"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","156"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","244"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Number","171"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Number","73"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Number","52"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Number","40"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Number","12"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Number","1045"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Number","779"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Number","266"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Number","1001"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Number","745"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Number","256"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","273"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","235"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","38"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","488"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Number","344"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Number","144"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","240"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Number","166"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Number","74"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Number","44"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Number","34"
"Volume of Sales","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Number","10"
"Volume of Sales","2013","Limerick","New","Filings","All Buyer Types","All Sale Types","Number","84"
"Volume of Sales","2013","Limerick","New","Filings","All Buyer Types","Market","Number","80"
"Volume of Sales","2013","Limerick","New","Filings","All Buyer Types","Non-Market","Number","4"
"Volume of Sales","2013","Limerick","New","Filings","Household Buyer - All","All Sale Types","Number","77"
"Volume of Sales","2013","Limerick","New","Filings","Household Buyer - All","Market","Number","73"
"Volume of Sales","2013","Limerick","New","Filings","Household Buyer - All","Non-Market","Number","4"
"Volume of Sales","2013","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","46"
"Volume of Sales","2013","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","44"
