Statistic,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2000M10,25 - 74 years,Female,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 24 years,Both sexes,%,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 24 years,Male,%,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 24 years,Female,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000M11,15 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000M11,25 - 74 years,Both sexes,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2000M11,25 - 74 years,Male,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2000M11,25 - 74 years,Female,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 24 years,Both sexes,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 24 years,Male,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 24 years,Female,%,6.1
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000M12,15 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000M12,25 - 74 years,Both sexes,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2000M12,25 - 74 years,Male,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2000M12,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 24 years,Both sexes,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 24 years,Male,%,6.7
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 24 years,Female,%,6
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M01,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001M01,25 - 74 years,Both sexes,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001M01,25 - 74 years,Male,%,3
Seasonally Adjusted Monthly Unemployment Rate,2001M01,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 24 years,Both sexes,%,6.5
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 24 years,Male,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 24 years,Female,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M02,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001M02,25 - 74 years,Both sexes,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001M02,25 - 74 years,Male,%,3
Seasonally Adjusted Monthly Unemployment Rate,2001M02,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 24 years,Both sexes,%,6.6
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 24 years,Male,%,7
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 24 years,Female,%,6
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M03,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001M03,25 - 74 years,Both sexes,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001M03,25 - 74 years,Male,%,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001M03,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 24 years,Both sexes,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 24 years,Male,%,7
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 24 years,Female,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M04,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001M04,25 - 74 years,Both sexes,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001M04,25 - 74 years,Male,%,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001M04,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 24 years,Both sexes,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 24 years,Male,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 24 years,Female,%,6.5
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M05,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001M05,25 - 74 years,Both sexes,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001M05,25 - 74 years,Male,%,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001M05,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 24 years,Both sexes,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 24 years,Male,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 24 years,Female,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001M06,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M06,25 - 74 years,Both sexes,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001M06,25 - 74 years,Male,%,3
Seasonally Adjusted Monthly Unemployment Rate,2001M06,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 24 years,Both sexes,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 24 years,Male,%,8
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 24 years,Female,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 74 years,Both sexes,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2001M07,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2001M07,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M07,25 - 74 years,Male,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001M07,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 24 years,Both sexes,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 24 years,Male,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 24 years,Female,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 74 years,Male,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001M08,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2001M08,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M08,25 - 74 years,Male,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001M08,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 24 years,Both sexes,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 24 years,Male,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 24 years,Female,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M09,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2001M09,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M09,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001M09,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 24 years,Both sexes,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 24 years,Male,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 24 years,Female,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M10,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001M10,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M10,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001M10,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 24 years,Both sexes,%,8
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 24 years,Male,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 24 years,Female,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2001M11,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001M11,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M11,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M11,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 24 years,Both sexes,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 24 years,Male,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 24 years,Female,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2001M12,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001M12,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M12,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001M12,25 - 74 years,Female,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 24 years,Both sexes,%,8
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 24 years,Male,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 24 years,Female,%,7
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M01,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2002M01,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M01,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2002M01,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 24 years,Both sexes,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 24 years,Female,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M02,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2002M02,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M02,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M02,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 24 years,Both sexes,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 24 years,Male,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 24 years,Female,%,7.4
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M03,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M03,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M03,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M03,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M04,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M04,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M04,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M04,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M05,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M05,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M05,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M05,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 24 years,Both sexes,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 24 years,Female,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M06,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M06,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M06,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M06,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 24 years,Both sexes,%,8
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 24 years,Male,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 24 years,Female,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M07,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2002M07,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M07,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2002M07,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 24 years,Both sexes,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 24 years,Male,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 24 years,Female,%,6.6
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2002M08,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2002M08,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M08,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2002M08,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 24 years,Both sexes,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 24 years,Female,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2002M09,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2002M09,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2002M09,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2002M09,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 24 years,Female,%,8.2
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2002M10,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2002M10,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2002M10,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2002M10,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 24 years,Both sexes,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 24 years,Female,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 74 years,Both sexes,%,5.4
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2002M11,15 - 74 years,Female,%,5.4
Seasonally Adjusted Monthly Unemployment Rate,2002M11,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2002M11,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2002M11,25 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 24 years,Both sexes,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 24 years,Male,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 24 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2002M12,15 - 74 years,Female,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2002M12,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2002M12,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2002M12,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2003M01,15 - 24 years,Both sexes,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2003M01,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2003M01,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2003M01,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2003M01,15 - 74 years,Male,%,5.1
